"کد (ID)","نام ماده اولیه","دسته‌بندی","واحد پیش‌فرض","نسبت‌های تبدیل واحد (مفصل)"
"368","مغز تخمه آفتابگردان","مغزها و خشکبار","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"369","دانه کاج (پاین نات)","مغزها و خشکبار","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"370","پودر نارگیل چرب","مغزها و خشکبار","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"371","سیب درختی قرمز","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"372","سیب درختی زرد","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"373","سیب ترش سبز (گلاب)","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"374","موز اکوادور","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"375","پرتقال تامسون شمال","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"376","پرتقال خونی جنوب","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"377","نارنگی سیاهو","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"378","لیمو ترش شیرازی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"379","لیمو ترش سنگی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"380","لیمو شیرین","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"381","گریپ‌فروت سرخ","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"382","انار یاقوتی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"383","انار دون‌شده","میوه‌جات و مرکبات","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"384","انگور عسکری","میوه‌جات و مرکبات","حاشیه","طبق فرمول عمومی واحد حاشیه"
"385","انگور یاقوتی سیاه","میوه‌جات و مرکبات","حاشیه","طبق فرمول عمومی واحد حاشیه"
"386","توت فرنگی گلخانه‌ای","میوه‌جات و مرکبات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"387","شاتوت تازه","میوه‌جات و مرکبات","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"388","گیلاس تک‌دانه","میوه‌جات و مرکبات","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"389","آلبالو رسمی تازه","میوه‌جات و مرکبات","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"390","زردآلو صادراتی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"391","هولو زعفرانی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"392","شلیل انجیری","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"393","گوجه سبز برغان","میوه‌جات و مرکبات","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"394","آلو قطره‌طلا","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"395","خربزه مشهدی","میوه‌جات و مرکبات","قاچ","طبق فرمول عمومی واحد قاچ"
"396","طالبی ساوه","میوه‌جات و مرکبات","قاچ","طبق فرمول عمومی واحد قاچ"
"397","هندوانه میناب","میوه‌جات و مرکبات","قاچ","طبق فرمول عمومی واحد قاچ"
"398","گرمک شیرین","میوه‌جات و مرکبات","قاچ","طبق فرمول عمومی واحد قاچ"
"399","انبه پاکستان","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"400","کیوی هایوارد","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"401","آناناس طلایی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"402","گلابی اسپادانا","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"403","به نطنز","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"404","خرمالو کن","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"405","انجیر سیاه تازه","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"406","نارگیل تازه","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"407","ازگیل","میوه‌جات و مرکبات","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"408","زالزالک","میوه‌جات و مرکبات","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"409","پاپایا استوایی","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"410","دراگون فروت","میوه‌جات و مرکبات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"411","کنسرو تن ماهی در روغن گیاهی","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"412","کنسرو تن ماهی دودی","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"413","کنسرو لوبیا چیتی با سس گوجه","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"414","کنسرو لوبیا چیتی با قارچ","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"415","کنسرو ذرت شیرین","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"416","کنسرو نخود فرنگی","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"417","کنسرو قارچ ورقه ای","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"418","کنسرو سرخ‌شده بادمجان","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"419","کنسرو خورش قیمه آماده","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"420","کنسرو خورش قورمه سبزی","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"421","کنسرو عدسی آماده","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"422","ترشی مخلوط ریز مجلسی","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"423","ترشی لیته تند","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"424","ترشی سیر مروارید ۷ ساله","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"425","ترشی کلم قرمز بنفش","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"426","ترشی فلفل هالاپینو","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"427","ترشی بادمجان شکم‌پر","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"428","ترشی انبه چابهار","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"429","ترشی پیاز بنفش","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"430","ترشی بندری اسپایسی","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"431","خیارشور ممتاز خیاری","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"432","خیارشور ویژه نول","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"433","زیتون شور ساده","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"434","شور مخلوط تابستانی","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"435","کمپوت آناناس حلقه‌ای","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"436","کمپوت گیلاس سرخ","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"437","کمپوت هلو زعفرانی","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"438","کمپوت سیب زرد","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"439","کنسرو نخود آبگوشتی","کنسروجات و ترشیجات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"440","ترشی قارچ و زیتون","کنسروجات و ترشیجات","شیشه","طبق فرمول عمومی واحد شیشه"
"441","شکر سفید تصفیه‌شده","مربا، عسل و شیرین‌کننده‌ها","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"442","شکر قهوه‌ای نیشکر","مربا، عسل و شیرین‌کننده‌ها","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"443","پودر قند نرم","مربا، عسل و شیرین‌کننده‌ها","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"444","نبات شاخه‌ای زعفرانی","مربا، عسل و شیرین‌کننده‌ها","شاخه","طبق فرمول عمومی واحد شاخه"
"445","نبات چوبی ساده","مربا، عسل و شیرین‌کننده‌ها","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"446","عسل طبیعی چهل‌گیاه","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"447","عسل آویشن کوهی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"448","عسل کنار خوزستان","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"449","شیره انگور ملایر","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"450","شیره خرما جنوب","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"451","شیره توت سفید","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"452","مربای هویج زعفرانی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"453","مربای آلبالو آلبالویی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"454","مربای به خوش‌رنگ","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"455","مربای بالنگ معطر","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"456","مربای توت فرنگی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"457","مربای انجیر سیاه","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"458","مربای پوست پسته","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"459","مربای گل محمدی (گل سرخ)","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"460","مربای کیوی ترش و شیرین","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"461","مربای بهارنارنج شیراز","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"462","شیره افرا (میپل)","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"463","پودر استویا (رژیمی)","مربا، عسل و شیرین‌کننده‌ها","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"464","شکلات صبحانه نوتلا","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"465","کرم کنجد کاکائویی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"466","کره بادام زمینی کرمی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"467","کره بادام زمینی تکه‌دار","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"468","مربای کدو حلوایی","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"469","مربای پوست نارنج","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"470","مربای شقاقل","مربا، عسل و شیرین‌کننده‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"471","چای سیاه سرگل لاهیجان","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"472","چای ارل گری عطری","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"473","چای سبز یاسمن","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"474","چای ترش مصری","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"475","چای سفید با کیفیت","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"476","قهوه اسپرسو بن مانو (دانه)","نوشیدنی‌ها و دم‌نوش‌ها","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"477","قهوه ترک اصل","نوشیدنی‌ها و دم‌نوش‌ها","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"478","قهوه فوری نسکافه گلد","نوشیدنی‌ها و دم‌نوش‌ها","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"479","پودر کاکائو هلندی","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"480","چای ماسالا اسپایسی","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"481","گل گاوزبان تازه","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"482","سنبل‌الطیب","نوشیدنی‌ها و دم‌نوش‌ها","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"483","گل بابونه خشک","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"484","بهارنارنج خشک","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"485","اسطوخودوس (لاوندر)","نوشیدنی‌ها و دم‌نوش‌ها","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"486","شربت بهارنارنج","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"487","شربت سکنجبین خیار","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"488","شربت گلاب زعفران","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"489","شربت آلبالو خانگی","نوشیدنی‌ها و دم‌نوش‌ها","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"490","ماءالشعیر کلاسیک ساده","نوشیدنی‌ها و دم‌نوش‌ها","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"491","ماءالشعیر لیمویی","نوشیدنی‌ها و دم‌نوش‌ها","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"492","نوشابه کولا مشکی","نوشیدنی‌ها و دم‌نوش‌ها","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"493","نوشابه پرتقالی میرندا","نوشیدنی‌ها و دم‌نوش‌ها","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"494","آب‌معدنی تک‌نفره","نوشیدنی‌ها و دم‌نوش‌ها","بطری","طبق فرمول عمومی واحد بطری"
"495","نکتار انبه پالپ‌دار","نوشیدنی‌ها و دم‌نوش‌ها","پاکت","طبق فرمول عمومی واحد پاکت"
"496","آبمیوه طبیعی پرتقال","نوشیدنی‌ها و دم‌نوش‌ها","لیوان","۱ لیوان = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ پیمانه (پایه عمومی)"
"497","آبمیوه طبیعی سیب","نوشیدنی‌ها و دم‌نوش‌ها","لیوان","۱ لیوان = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ پیمانه (پایه عمومی)"
"498","آب انار طبیعی سنتی","نوشیدنی‌ها و دم‌نوش‌ها","لیوان","۱ لیوان = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ پیمانه (پایه عمومی)"
"499","آب زرشک طبیعی","نوشیدنی‌ها و دم‌نوش‌ها","لیوان","۱ لیوان = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ پیمانه (پایه عمومی)"
